Key,Source,Context,English
questItem_meleeToolPickT2SteelPickaxeQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel PickAxe Quality 2[-]
questItem_meleeToolPickT2SteelPickaxeQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel PickAxe Quality 3[-]
questItem_meleeToolPickT2SteelPickaxeQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel PickAxe Quality 4[-]
questItem_meleeToolPickT2SteelPickaxeQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel PickAxe Quality 5[-]
questItem_meleeToolPickT2SteelPickaxeQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel PickAxe Quality 6[-]
questItem_meleeToolShovelT0StoneShovel10,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]10 Stone Shovels[-]
questItem_meleeToolShovelT1IronShovelQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Shovel Quality 1[-]
questItem_meleeToolShovelT1IronShovelQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Shovel Quality 2[-]
questItem_meleeToolShovelT1IronShovelQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Shovel Quality 3[-]
questItem_meleeToolShovelT1IronShovelQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Shovel Quality 4[-]
questItem_meleeToolShovelT1IronShovelQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Shovel Quality 5[-]
questItem_meleeToolShovelT1IronShovelQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Shovel Quality 6[-]
questItem_meleeToolShovelT2SteelShovelQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Shovel Quality 1[-]
questItem_meleeToolShovelT2SteelShovelQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Shovel Quality 2[-]
questItem_meleeToolShovelT2SteelShovelQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Shovel Quality 3[-]
questItem_meleeToolShovelT2SteelShovelQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Shovel Quality 4[-]
questItem_meleeToolShovelT2SteelShovelQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Shovel Quality 5[-]
questItem_meleeToolShovelT2SteelShovelQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Shovel Quality 6[-]
questItem_meleeToolAxeT3ChainsawQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Chainsaw Quality 1[-]
questItem_meleeToolAxeT3ChainsawQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Chainsaw Quality 2[-]
questItem_meleeToolAxeT3ChainsawQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Chainsaw Quality 3[-]
questItem_meleeToolAxeT3ChainsawQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Chainsaw Quality 4[-]
questItem_meleeToolAxeT3ChainsawQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Chainsaw Quality 5[-]
questItem_meleeToolAxeT3ChainsawQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Chainsaw Quality 6[-]
questItem_meleeToolPickT3AugerQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Auger Quality 1[-]
questItem_meleeToolPickT3AugerQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Auger Quality 2[-]
questItem_meleeToolPickT3AugerQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Auger Quality 3[-]
questItem_meleeToolPickT3AugerQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Auger Quality 4[-]
questItem_meleeToolPickT3AugerQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Auger Quality 5[-]
questItem_meleeToolPickT3AugerQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Auger Quality 6[-]
questItem_woodShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Wood Blocks[-]
questItem_brickShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Bricks Blocks[-]
questItem_corrugatedMetalShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Corrugated Metal Blocks[-]
questItem_concreteShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Concrete Blocks[-]
questItem_steelShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Steel Blocks[-]
questItem_awningShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Cloth Blocks[-]
questItem_cobblestoneShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Cobblestone Blocks[-]
questItem_frameShapes:VariantHelper,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Frame Blocks[-]
questItem_terrDestroyedStone,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Destroyed Stones[-]
questItem_terrDestroyedWoodDebris,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Destroyed Wood debris[-]
questItem_terrDirt,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Dirt Blocks[-]
questItem_terrStone,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Stone Blocks[-]
questItem_terrForestGround,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Forest Ground Blocks[-]
questItem_terrBurntForestGround,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Burnt Forest Ground Blocks[-]
questItem_terrDesertGround,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Desert Ground Blocks[-]
questItem_terrGravel,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Gravel Blocks[-]
questItem_terrAsphalt,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]500 * Asphalt Blocks[-]
questItem_meleeToolSalvageT1WrenchQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Wrench Quality 1[-]
questItem_meleeToolSalvageT1WrenchQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Wrench Quality 2[-]
questItem_meleeToolSalvageT1WrenchQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Wrench Quality 3[-]
questItem_meleeToolSalvageT1WrenchQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Wrench Quality 4[-]
questItem_meleeToolSalvageT1WrenchQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Wrench Quality 5[-]
questItem_meleeToolSalvageT1WrenchQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Wrench Quality 6[-]
questItem_meleeToolSalvageT2RatchetQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Ratchet Quality 1[-]
questItem_meleeToolSalvageT2RatchetQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Ratchet Quality 2[-]
questItem_meleeToolSalvageT2RatchetQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Ratchet Quality 3[-]
questItem_meleeToolSalvageT2RatchetQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Ratchet Quality 4[-]
questItem_meleeToolSalvageT2RatchetQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Ratchet Quality 5[-]
questItem_meleeToolSalvageT2RatchetQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Ratchet Quality 6[-]
questItem_meleeToolSalvageT3ImpactDriverQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Impact Driver Quality 1[-]
questItem_meleeToolSalvageT3ImpactDriverQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Impact Driver Quality 2[-]
questItem_meleeToolSalvageT3ImpactDriverQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Impact Driver Quality 3[-]
questItem_meleeToolSalvageT3ImpactDriverQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Impact Driver Quality 4[-]
questItem_meleeToolSalvageT3ImpactDriverQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Impact Driver Quality 5[-]
questItem_meleeToolSalvageT3ImpactDriverQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Impact Driver Quality 6[-]
questItem_meleeWpnBladeT0BoneKnifeQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Bone Knife Quality 1[-]
questItem_meleeWpnBladeT0BoneKnifeQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Bone Knife Quality 2[-]
questItem_meleeWpnBladeT0BoneKnifeQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Bone Knife Quality 3[-]
questItem_meleeWpnBladeT0BoneKnifeQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Bone Knife Quality 4[-]
questItem_meleeWpnBladeT0BoneKnifeQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Bone Knife Quality 5[-]
questItem_meleeWpnBladeT0BoneKnifeQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Bone Knife Quality 6[-]
questItem_meleeWpnBladeT1HuntingKnifeQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Hunting Knife Quality 1[-]
questItem_meleeWpnBladeT1HuntingKnifeQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Hunting Knife Quality 2[-]
questItem_meleeWpnBladeT1HuntingKnifeQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Hunting Knife Quality 3[-]
questItem_meleeWpnBladeT1HuntingKnifeQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Hunting Knife Quality 4[-]
questItem_meleeWpnBladeT1HuntingKnifeQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Hunting Knife Quality 5[-]
questItem_meleeWpnBladeT1HuntingKnifeQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Hunting Knife Quality 6[-]
questItem_meleeWpnBladeT1CandyKnifeQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Knife Quality 1[-]
questItem_meleeWpnBladeT1CandyKnifeQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Knife Quality 2[-]
questItem_meleeWpnBladeT1CandyKnifeQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Knife Quality 3[-]
questItem_meleeWpnBladeT1CandyKnifeQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Knife Quality 4[-]
questItem_meleeWpnBladeT1CandyKnifeQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Knife Quality 5[-]
questItem_meleeWpnBladeT1CandyKnifeQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Knife Quality 6[-]
questItem_meleeWpnBladeT3MacheteQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Machete Quality 1[-]
questItem_meleeWpnBladeT3MacheteQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Machete Quality 2[-]
questItem_meleeWpnBladeT3MacheteQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Machete Quality 3[-]
questItem_meleeWpnBladeT3MacheteQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Machete Quality 4[-]
questItem_meleeWpnBladeT3MacheteQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Machete Quality 5[-]
questItem_meleeWpnBladeT3MacheteQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Machete Quality 6[-]
questItem_meleeWpnClubT0WoodenClub10,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]10 Wooden Clubs[-]
questItem_meleeWpnSpearT0StoneSpear10,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]10 Stone Spears[-]
questItem_meleeWpnClubT1BaseballBatQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Baseball Bat Quality 1[-]
questItem_meleeWpnClubT1BaseballBatQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Baseball Bat Quality 2[-]
questItem_meleeWpnClubT1BaseballBatQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Baseball Bat Quality 3[-]
questItem_meleeWpnClubT1BaseballBatQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Baseball Bat Quality 4[-]
questItem_meleeWpnClubT1BaseballBatQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Baseball Bat Quality 5[-]
questItem_meleeWpnClubT1BaseballBatQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Baseball Bat Quality 6[-]
questItem_meleeWpnClubT1CandyClubQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Club Quality 1[-]
questItem_meleeWpnClubT1CandyClubQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Club Quality 2[-]
questItem_meleeWpnClubT1CandyClubQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Club Quality 3[-]
questItem_meleeWpnClubT1CandyClubQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Club Quality 4[-]
questItem_meleeWpnClubT1CandyClubQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Club Quality 5[-]
questItem_meleeWpnClubT1CandyClubQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Candy Club Quality 6[-]
questItem_meleeWpnClubT3SteelClubQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Club Quality 1[-]
questItem_meleeWpnClubT3SteelClubQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Club Quality 2[-]
questItem_meleeWpnClubT3SteelClubQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Club Quality 3[-]
questItem_meleeWpnClubT3SteelClubQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Club Quality 4[-]
questItem_meleeWpnClubT3SteelClubQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Club Quality 5[-]
questItem_meleeWpnClubT3SteelClubQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Club Quality 6[-]
questItem_meleeWpnBatonT0PipeBatonQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Pipe Baton Quality 1[-]
questItem_meleeWpnBatonT0PipeBatonQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Pipe Baton Quality 2[-]
questItem_meleeWpnBatonT0PipeBatonQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Pipe Baton Quality 3[-]
questItem_meleeWpnBatonT0PipeBatonQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Pipe Baton Quality 4[-]
questItem_meleeWpnBatonT0PipeBatonQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Pipe Baton Quality 5[-]
questItem_meleeWpnBatonT0PipeBatonQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Pipe Baton Quality 6[-]
questItem_meleeWpnBatonT2StunBatonQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stun Baton Quality 1[-]
questItem_meleeWpnBatonT2StunBatonQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stun Baton Quality 2[-]
questItem_meleeWpnBatonT2StunBatonQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stun Baton Quality 3[-]
questItem_meleeWpnBatonT2StunBatonQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stun Baton Quality 4[-]
questItem_meleeWpnBatonT2StunBatonQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stun Baton Quality 5[-]
questItem_meleeWpnBatonT2StunBatonQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stun Baton Quality 6[-]
questItem_meleeWpnSpearT1IronSpearQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Spear Quality 1[-]
questItem_meleeWpnSpearT1IronSpearQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Spear Quality 2[-]
questItem_meleeWpnSpearT1IronSpearQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Spear Quality 3[-]
questItem_meleeWpnSpearT1IronSpearQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Spear Quality 4[-]
questItem_meleeWpnSpearT1IronSpearQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Spear Quality 5[-]
questItem_meleeWpnSpearT1IronSpearQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Spear Quality 6[-]
questItem_meleeWpnSpearT3SteelSpearQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Spear Quality 1[-]
questItem_meleeWpnSpearT3SteelSpearQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Spear Quality 2[-]
questItem_meleeWpnSpearT3SteelSpearQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Spear Quality 3[-]
questItem_meleeWpnSpearT3SteelSpearQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Spear Quality 4[-]
questItem_meleeWpnSpearT3SteelSpearQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Spear Quality 5[-]
questItem_meleeWpnSpearT3SteelSpearQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Spear Quality 6[-]
questItem_meleeWpnSledgeT0StoneSeldgehammerQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stone Sledgehammer Quality 1[-]
questItem_meleeWpnSledgeT0StoneSeldgehammerQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stone Sledgehammer Quality 2[-]
questItem_meleeWpnSledgeT0StoneSeldgehammerQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stone Sledgehammer Quality 3[-]
questItem_meleeWpnSledgeT0StoneSeldgehammerQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stone Sledgehammer Quality 4[-]
questItem_meleeWpnSledgeT0StoneSeldgehammerQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stone Sledgehammer Quality 5[-]
questItem_meleeWpnSledgeT0StoneSeldgehammerQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Stone Sledgehammer Quality 6[-]
questItem_meleeWpnSledgeT1IronSeldgehammerQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Sledgehammer Quality 1[-]
questItem_meleeWpnSledgeT1IronSeldgehammerQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Sledgehammer Quality 2[-]
questItem_meleeWpnSledgeT1IronSeldgehammerQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Sledgehammer Quality 3[-]
questItem_meleeWpnSledgeT1IronSeldgehammerQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Sledgehammer Quality 4[-]
questItem_meleeWpnSledgeT1IronSeldgehammerQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Sledgehammer Quality 5[-]
questItem_meleeWpnSledgeT1IronSeldgehammerQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Sledgehammer Quality 6[-]
questItem_meleeWpnSledgeT3SteelSeldgehammerQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Sledgehammer Quality 1[-]
questItem_meleeWpnSledgeT3SteelSeldgehammerQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Sledgehammer Quality 2[-]
questItem_meleeWpnSledgeT3SteelSeldgehammerQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Sledgehammer Quality 3[-]
questItem_meleeWpnSledgeT3SteelSeldgehammerQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Sledgehammer Quality 4[-]
questItem_meleeWpnSledgeT3SteelSeldgehammerQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Sledgehammer Quality 5[-]
questItem_meleeWpnSledgeT3SteelSeldgehammerQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Sledgehammer Quality 6[-]
questItem_meleeWpnKnucklesT0LeatherKnucklesQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Leather Knuckles Quality 1[-]
questItem_meleeWpnKnucklesT0LeatherKnucklesQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Leather Knuckles Quality 2[-]
questItem_meleeWpnKnucklesT0LeatherKnucklesQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Leather Knuckles Quality 3[-]
questItem_meleeWpnKnucklesT0LeatherKnucklesQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Leather Knuckles Quality 4[-]
questItem_meleeWpnKnucklesT0LeatherKnucklesQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Leather Knuckles Quality 5[-]
questItem_meleeWpnKnucklesT0LeatherKnucklesQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Leather Knuckles Quality 6[-]
questItem_meleeWpnKnucklesT1IronKnucklesQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Knuckles Quality 1[-]
questItem_meleeWpnKnucklesT1IronKnucklesQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Knuckles Quality 2[-]
questItem_meleeWpnKnucklesT1IronKnucklesQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Knuckles Quality 3[-]
questItem_meleeWpnKnucklesT1IronKnucklesQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Knuckles Quality 4[-]
questItem_meleeWpnKnucklesT1IronKnucklesQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Knuckles Quality 5[-]
questItem_meleeWpnKnucklesT1IronKnucklesQ6,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Iron Knuckles Quality 6[-]
questItem_meleeWpnKnucklesT3SteelKnucklesQ1,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Knuckles Quality 1[-]
questItem_meleeWpnKnucklesT3SteelKnucklesQ2,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Knuckles Quality 2[-]
questItem_meleeWpnKnucklesT3SteelKnucklesQ3,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Knuckles Quality 3[-]
questItem_meleeWpnKnucklesT3SteelKnucklesQ4,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Knuckles Quality 4[-]
questItem_meleeWpnKnucklesT3SteelKnucklesQ5,items,Request,[DECEA3]zIM[-] Airdrop Request for [DECEA3]1 Steel Knuckles Quality 5[-]
